filename,width,height,class,xmin,ymin,xmax,ymax
maksssksksss238.png,400,267,with_mask,354,75,369,93
maksssksksss240.png,400,245,with_mask,185,22,193,33
maksssksksss240.png,400,245,with_mask,203,19,212,29
maksssksksss240.png,400,245,with_mask,170,69,181,79
maksssksksss240.png,400,245,with_mask,203,103,216,115
maksssksksss241.png,400,210,with_mask,172,74,246,147
maksssksksss242.png,400,300,with_mask,156,80,222,155
maksssksksss243.png,301,400,with_mask,112,93,206,219
maksssksksss244.png,400,262,with_mask,171,70,225,130
maksssksksss245.png,400,210,with_mask,32,25,57,54
maksssksksss245.png,400,210,with_mask,23,162,38,179
maksssksksss245.png,400,210,with_mask,64,164,82,183
maksssksksss245.png,400,210,with_mask,168,124,197,154
maksssksksss245.png,400,210,with_mask,227,157,248,181
maksssksksss245.png,400,210,with_mask,360,15,379,37
maksssksksss245.png,400,210,with_mask,339,19,354,39
maksssksksss246.png,400,320,with_mask,238,106,266,138
maksssksksss246.png,400,320,with_mask,192,130,212,150
maksssksksss246.png,400,320,with_mask,21,25,69,78
maksssksksss246.png,400,320,with_mask,336,151,344,160
maksssksksss247.png,400,267,with_mask,9,49,37,72
maksssksksss247.png,400,267,with_mask,63,43,89,69
maksssksksss247.png,400,267,with_mask,112,41,140,68
maksssksksss247.png,400,267,with_mask,150,55,175,73
maksssksksss247.png,400,267,with_mask,171,52,196,79
maksssksksss247.png,400,267,with_mask,270,40,295,78
maksssksksss247.png,400,267,with_mask,324,59,353,94
maksssksksss247.png,400,267,with_mask,343,128,374,167
maksssksksss247.png,400,267,with_mask,307,155,340,185
maksssksksss247.png,400,267,with_mask,230,148,259,180
maksssksksss247.png,400,267,with_mask,196,116,223,154
maksssksksss247.png,400,267,with_mask,122,144,158,174
maksssksksss247.png,400,267,with_mask,42,118,71,152
maksssksksss249.png,400,267,with_mask,168,65,234,139
maksssksksss25.png,300,400,with_mask,122,68,195,152
maksssksksss250.png,400,267,with_mask,180,64,222,107
maksssksksss251.png,400,206,with_mask,28,103,60,140
maksssksksss251.png,400,206,with_mask,15,41,41,71
maksssksksss251.png,400,206,with_mask,44,10,67,41
maksssksksss251.png,400,206,with_mask,78,89,104,124
maksssksksss251.png,400,206,with_mask,56,71,78,99
maksssksksss251.png,400,206,with_mask,122,103,146,144
maksssksksss251.png,400,206,with_mask,91,181,129,206
maksssksksss251.png,400,206,with_mask,150,166,194,206
maksssksksss251.png,400,206,with_mask,155,57,183,93
maksssksksss251.png,400,206,with_mask,125,36,150,66
maksssksksss251.png,400,206,with_mask,207,64,231,94
maksssksksss251.png,400,206,with_mask,216,146,249,179
maksssksksss251.png,400,206,with_mask,240,103,265,140
maksssksksss251.png,400,206,with_mask,230,51,256,85
maksssksksss251.png,400,206,with_mask,255,13,277,41
maksssksksss251.png,400,206,with_mask,296,72,319,102
maksssksksss251.png,400,206,with_mask,306,120,342,162
maksssksksss251.png,400,206,with_mask,333,119,356,151
maksssksksss251.png,400,206,with_mask,373,76,401,114
maksssksksss251.png,400,206,with_mask,359,27,384,58
maksssksksss251.png,400,206,with_mask,368,3,389,22
maksssksksss251.png,400,206,with_mask,327,61,354,90
maksssksksss251.png,400,206,with_mask,381,162,400,206
maksssksksss252.png,400,268,with_mask,109,65,213,161
maksssksksss253.png,400,300,with_mask,118,41,161,91
maksssksksss253.png,400,300,with_mask,191,76,208,96
maksssksksss253.png,400,300,with_mask,174,125,203,156
maksssksksss253.png,400,300,with_mask,209,124,237,151
maksssksksss253.png,400,300,with_mask,194,181,233,216
maksssksksss254.png,400,217,with_mask,62,91,111,140
maksssksksss254.png,400,217,with_mask,167,55,238,133
maksssksksss254.png,400,217,with_mask,318,50,376,113
maksssksksss254.png,400,217,with_mask,295,71,314,96
maksssksksss254.png,400,217,with_mask,130,63,152,85
maksssksksss255.png,400,225,with_mask,1,77,8,83
maksssksksss255.png,400,225,with_mask,43,82,51,89
maksssksksss255.png,400,225,with_mask,7,95,22,110
maksssksksss255.png,400,225,with_mask,33,115,45,130
maksssksksss255.png,400,225,with_mask,73,89,94,111
maksssksksss255.png,400,225,with_mask,88,78,97,90
maksssksksss255.png,400,225,with_mask,100,73,108,82
maksssksksss255.png,400,225,with_mask,128,78,133,84
maksssksksss255.png,400,225,with_mask,117,85,124,93
maksssksksss255.png,400,225,with_mask,122,99,136,115
maksssksksss255.png,400,225,with_mask,138,93,146,105
maksssksksss255.png,400,225,with_mask,149,91,172,113
maksssksksss255.png,400,225,with_mask,169,127,195,157
maksssksksss255.png,400,225,with_mask,234,99,244,114
maksssksksss255.png,400,225,with_mask,254,87,262,97
maksssksksss255.png,400,225,with_mask,269,105,283,121
maksssksksss255.png,400,225,with_mask,308,112,372,181
maksssksksss255.png,400,225,with_mask,365,153,389,182
maksssksksss256.png,400,268,with_mask,44,47,60,66
maksssksksss256.png,400,268,with_mask,89,50,109,70
maksssksksss256.png,400,268,with_mask,128,58,144,73
maksssksksss256.png,400,268,with_mask,162,21,185,47
maksssksksss256.png,400,268,with_mask,189,40,202,53
maksssksksss256.png,400,268,with_mask,215,39,235,59
maksssksksss256.png,400,268,with_mask,244,90,262,110
maksssksksss256.png,400,268,with_mask,265,32,285,52
maksssksksss256.png,400,268,with_mask,299,47,318,68
maksssksksss256.png,400,268,with_mask,329,55,342,70
maksssksksss256.png,400,268,with_mask,344,55,361,71
maksssksksss256.png,400,268,with_mask,357,44,367,55
maksssksksss256.png,400,268,with_mask,380,32,400,54
maksssksksss257.png,400,267,with_mask,4,106,42,163
maksssksksss257.png,400,267,with_mask,41,114,88,163
maksssksksss257.png,400,267,with_mask,101,95,143,146
maksssksksss257.png,400,267,with_mask,102,17,144,58
maksssksksss257.png,400,267,with_mask,193,44,232,95
maksssksksss257.png,400,267,with_mask,362,89,399,142
maksssksksss257.png,400,267,with_mask,342,34,379,71
maksssksksss259.png,301,400,with_mask,68,213,144,306
maksssksksss26.png,400,400,with_mask,73,87,174,206
maksssksksss26.png,400,400,with_mask,245,152,327,239
maksssksksss260.png,400,300,with_mask,24,236,49,262
maksssksksss260.png,400,300,with_mask,77,236,100,262
maksssksksss260.png,400,300,with_mask,122,245,144,270
maksssksksss260.png,400,300,with_mask,189,258,216,284
maksssksksss260.png,400,300,with_mask,306,220,331,242
maksssksksss260.png,400,300,with_mask,371,244,393,259
maksssksksss260.png,400,300,with_mask,255,187,278,210
maksssksksss260.png,400,300,with_mask,331,144,350,162
maksssksksss260.png,400,300,with_mask,386,162,399,181
maksssksksss260.png,400,300,with_mask,281,144,296,160
maksssksksss260.png,400,300,with_mask,207,194,229,215
maksssksksss260.png,400,300,with_mask,153,184,175,205
maksssksksss260.png,400,300,with_mask,85,166,97,189
maksssksksss260.png,400,300,with_mask,65,161,87,185
maksssksksss260.png,400,300,with_mask,39,161,59,183
maksssksksss260.png,400,300,with_mask,1,153,11,175
maksssksksss260.png,400,300,with_mask,1,112,17,125
maksssksksss260.png,400,300,with_mask,44,109,62,127
maksssksksss260.png,400,300,with_mask,98,121,114,138
maksssksksss260.png,400,300,with_mask,129,118,147,136
maksssksksss260.png,400,300,with_mask,178,136,199,154
maksssksksss260.png,400,300,with_mask,219,140,239,158
maksssksksss260.png,400,300,with_mask,378,98,395,116
maksssksksss260.png,400,300,with_mask,321,87,332,105
maksssksksss260.png,400,300,with_mask,282,83,298,102
maksssksksss260.png,400,300,with_mask,252,85,270,99
maksssksksss260.png,400,300,with_mask,208,67,224,85
maksssksksss260.png,400,300,with_mask,187,69,201,87
maksssksksss260.png,400,300,with_mask,143,56,157,74
maksssksksss260.png,400,300,with_mask,111,62,124,78
maksssksksss260.png,400,300,with_mask,66,54,79,70
maksssksksss260.png,400,300,with_mask,27,52,43,71
maksssksksss260.png,400,300,with_mask,1,50,16,67
maksssksksss260.png,400,300,with_mask,2,23,14,37
maksssksksss260.png,400,300,with_mask,43,25,52,39
maksssksksss260.png,400,300,with_mask,77,35,90,51
maksssksksss260.png,400,300,with_mask,128,36,140,53
maksssksksss260.png,400,300,with_mask,189,28,200,45
maksssksksss260.png,400,300,with_mask,223,37,237,55
maksssksksss260.png,400,300,with_mask,272,46,286,64
maksssksksss260.png,400,300,with_mask,308,39,324,58
maksssksksss260.png,400,300,with_mask,354,50,368,67
maksssksksss260.png,400,300,with_mask,390,55,400,73
maksssksksss260.png,400,300,with_mask,321,12,333,26
maksssksksss260.png,400,300,with_mask,290,14,304,29
maksssksksss260.png,400,300,with_mask,251,11,264,28
maksssksksss260.png,400,300,with_mask,235,1,245,13
maksssksksss260.png,400,300,with_mask,200,11,213,25
maksssksksss260.png,400,300,with_mask,173,13,186,25
maksssksksss260.png,400,300,with_mask,146,8,159,22
maksssksksss260.png,400,300,with_mask,110,3,125,17
maksssksksss260.png,400,300,with_mask,66,11,76,22
maksssksksss260.png,400,300,with_mask,40,1,50,15
maksssksksss261.png,316,400,with_mask,36,149,69,181
maksssksksss261.png,316,400,with_mask,207,64,239,99
maksssksksss261.png,316,400,with_mask,213,234,259,277
maksssksksss262.png,301,400,with_mask,151,179,260,316
maksssksksss263.png,400,278,with_mask,164,124,216,185
maksssksksss263.png,400,278,with_mask,305,122,362,187
maksssksksss264.png,400,267,with_mask,21,54,90,119
maksssksksss264.png,400,267,with_mask,165,18,194,47
maksssksksss264.png,400,267,with_mask,145,89,195,139
maksssksksss264.png,400,267,with_mask,110,218,233,267
maksssksksss264.png,400,267,with_mask,275,88,320,136
maksssksksss264.png,400,267,with_mask,244,18,274,48
maksssksksss264.png,400,267,with_mask,338,12,374,48
maksssksksss265.png,400,267,with_mask,234,79,266,116
maksssksksss265.png,400,267,with_mask,338,66,368,99
maksssksksss265.png,400,267,with_mask,119,88,149,126
maksssksksss265.png,400,267,with_mask,146,98,166,122
maksssksksss265.png,400,267,with_mask,77,92,100,124
maksssksksss265.png,400,267,with_mask,2,108,31,141
maksssksksss266.png,301,400,with_mask,74,205,180,330
maksssksksss267.png,400,267,with_mask,161,23,185,45
maksssksksss267.png,400,267,with_mask,225,18,247,42
maksssksksss267.png,400,267,with_mask,197,75,216,100
maksssksksss267.png,400,267,with_mask,272,114,295,138
maksssksksss268.png,225,400,with_mask,73,76,148,137
maksssksksss268.png,225,400,with_mask,10,71,33,92
maksssksksss269.png,400,295,with_mask,78,80,229,236
maksssksksss269.png,400,295,with_mask,266,96,374,212
maksssksksss27.png,400,312,with_mask,163,88,251,185
maksssksksss270.png,400,208,with_mask,69,86,103,119
maksssksksss270.png,400,208,with_mask,171,85,208,123
maksssksksss270.png,400,208,with_mask,250,33,287,70
maksssksksss271.png,301,400,with_mask,89,177,212,333
maksssksksss273.png,301,400,with_mask,81,143,187,277
maksssksksss274.png,400,265,with_mask,230,70,306,151
maksssksksss275.png,335,400,with_mask,56,241,145,334
maksssksksss277.png,400,225,with_mask,29,47,50,61
maksssksksss277.png,400,225,with_mask,96,39,114,54
maksssksksss277.png,400,225,with_mask,59,61,67,70
maksssksksss277.png,400,225,with_mask,130,51,141,62
maksssksksss277.png,400,225,with_mask,163,45,178,63
maksssksksss277.png,400,225,with_mask,205,49,221,68
maksssksksss277.png,400,225,with_mask,280,50,291,69
maksssksksss277.png,400,225,with_mask,338,47,353,64
maksssksksss277.png,400,225,with_mask,232,74,236,79
maksssksksss277.png,400,225,with_mask,394,79,398,84
maksssksksss277.png,400,225,with_mask,388,80,394,86
maksssksksss278.png,400,300,with_mask,295,75,334,115
maksssksksss278.png,400,300,with_mask,198,91,223,116
maksssksksss278.png,400,300,with_mask,225,65,248,90
maksssksksss278.png,400,300,with_mask,119,85,149,115
maksssksksss279.png,400,266,with_mask,290,80,341,135
maksssksksss28.png,400,300,with_mask,105,23,170,96
maksssksksss280.png,400,267,with_mask,25,54,43,72
maksssksksss280.png,400,267,with_mask,69,25,82,38
maksssksksss280.png,400,267,with_mask,94,68,111,84
maksssksksss280.png,400,267,with_mask,142,18,155,30
maksssksksss280.png,400,267,with_mask,158,31,174,48
maksssksksss280.png,400,267,with_mask,197,84,218,107
maksssksksss280.png,400,267,with_mask,175,15,190,30
maksssksksss280.png,400,267,with_mask,201,18,215,32
maksssksksss280.png,400,267,with_mask,239,62,257,81
maksssksksss280.png,400,267,with_mask,236,49,250,63
maksssksksss280.png,400,267,with_mask,235,7,245,16
maksssksksss280.png,400,267,with_mask,260,31,273,42
maksssksksss280.png,400,267,with_mask,294,9,306,22
maksssksksss280.png,400,267,with_mask,305,12,310,21
maksssksksss280.png,400,267,with_mask,376,21,388,33
maksssksksss281.png,301,400,with_mask,98,204,195,329
maksssksksss282.png,400,267,with_mask,175,55,215,93
maksssksksss282.png,400,267,with_mask,8,169,73,251
maksssksksss282.png,400,267,with_mask,127,185,178,235
maksssksksss282.png,400,267,with_mask,265,185,290,226
maksssksksss282.png,400,267,with_mask,320,199,366,260
maksssksksss282.png,400,267,with_mask,265,159,280,177
maksssksksss282.png,400,267,with_mask,325,143,342,155
maksssksksss282.png,400,267,with_mask,316,146,325,158
maksssksksss283.png,301,400,with_mask,77,206,170,323
maksssksksss284.png,400,226,with_mask,57,25,76,44
maksssksksss284.png,400,226,with_mask,110,2,127,20
maksssksksss284.png,400,226,with_mask,81,57,100,80
maksssksksss284.png,400,226,with_mask,131,22,153,46
maksssksksss284.png,400,226,with_mask,151,1,164,14
maksssksksss284.png,400,226,with_mask,188,6,202,21
maksssksksss284.png,400,226,with_mask,313,26,375,96
maksssksksss285.png,400,267,with_mask,66,99,209,235
maksssksksss286.png,400,300,with_mask,76,72,113,110
maksssksksss286.png,400,300,with_mask,236,94,274,134
maksssksksss287.png,400,400,with_mask,35,106,162,245
maksssksksss287.png,400,400,with_mask,248,135,361,254
maksssksksss288.png,400,225,with_mask,28,201,52,216
maksssksksss288.png,400,225,with_mask,143,93,175,126
maksssksksss288.png,400,225,with_mask,198,97,229,125
maksssksksss29.png,400,295,with_mask,50,96,120,171
maksssksksss290.png,400,268,with_mask,314,63,338,92
maksssksksss290.png,400,268,with_mask,184,42,213,72
maksssksksss290.png,400,268,with_mask,275,65,296,91
maksssksksss290.png,400,268,with_mask,256,82,277,95
maksssksksss290.png,400,268,with_mask,89,87,118,116
maksssksksss290.png,400,268,with_mask,133,89,154,113
maksssksksss290.png,400,268,with_mask,365,98,370,103
maksssksksss291.png,301,400,with_mask,136,259,200,359
maksssksksss292.png,400,300,with_mask,189,88,220,125
maksssksksss292.png,400,300,with_mask,144,65,178,109
maksssksksss293.png,400,289,with_mask,5,102,51,163
maksssksksss293.png,400,289,with_mask,143,129,199,183
maksssksksss293.png,400,289,with_mask,267,66,318,117
maksssksksss293.png,400,289,with_mask,70,73,125,126
maksssksksss294.png,400,241,with_mask,63,59,77,82
maksssksksss294.png,400,241,with_mask,131,81,151,102
maksssksksss294.png,400,241,with_mask,202,78,223,100
maksssksksss294.png,400,241,with_mask,293,72,315,95
maksssksksss294.png,400,241,with_mask,343,71,354,99
maksssksksss294.png,400,241,with_mask,264,76,268,82
maksssksksss294.png,400,241,with_mask,281,72,286,78
maksssksksss295.png,267,400,with_mask,92,76,168,162
maksssksksss296.png,400,226,with_mask,77,56,97,72
maksssksksss296.png,400,226,with_mask,114,51,132,70
maksssksksss296.png,400,226,with_mask,42,125,62,158
maksssksksss296.png,400,226,with_mask,129,176,168,218
maksssksksss296.png,400,226,with_mask,136,102,162,131
maksssksksss296.png,400,226,with_mask,136,69,161,89
maksssksksss296.png,400,226,with_mask,177,32,194,54
maksssksksss296.png,400,226,with_mask,172,46,184,65
maksssksksss296.png,400,226,with_mask,196,33,213,52
maksssksksss296.png,400,226,with_mask,175,90,197,114
maksssksksss296.png,400,226,with_mask,170,130,196,153
maksssksksss296.png,400,226,with_mask,213,101,238,130
maksssksksss296.png,400,226,with_mask,229,186,265,223
maksssksksss296.png,400,226,with_mask,244,113,272,141
maksssksksss296.png,400,226,with_mask,271,161,292,195
maksssksksss296.png,400,226,with_mask,262,82,282,103
maksssksksss296.png,400,226,with_mask,292,107,315,132
maksssksksss296.png,400,226,with_mask,321,18,335,36
maksssksksss296.png,400,226,with_mask,322,106,350,124
maksssksksss297.png,400,221,with_mask,102,17,112,31
maksssksksss297.png,400,221,with_mask,87,26,103,41
maksssksksss297.png,400,221,with_mask,50,125,82,156
maksssksksss297.png,400,221,with_mask,123,102,148,130
maksssksksss297.png,400,221,with_mask,157,57,179,82
maksssksksss297.png,400,221,with_mask,157,4,165,12
maksssksksss297.png,400,221,with_mask,180,7,187,17
maksssksksss297.png,400,221,with_mask,217,13,229,24
maksssksksss297.png,400,221,with_mask,207,44,228,68
maksssksksss297.png,400,221,with_mask,216,81,241,108
maksssksksss297.png,400,221,with_mask,250,43,273,67
maksssksksss297.png,400,221,with_mask,318,27,332,44
maksssksksss297.png,400,221,with_mask,310,5,321,17
maksssksksss297.png,400,221,with_mask,334,3,348,16
maksssksksss297.png,400,221,with_mask,354,10,367,20
maksssksksss298.png,400,282,with_mask,124,114,209,212
maksssksksss298.png,400,282,with_mask,248,52,324,140
maksssksksss3.png,400,271,with_mask,52,53,73,76
maksssksksss3.png,400,271,with_mask,72,53,92,75
maksssksksss3.png,400,271,with_mask,112,51,120,68
maksssksksss3.png,400,271,with_mask,155,60,177,83
maksssksksss3.png,400,271,with_mask,189,59,210,80
maksssksksss3.png,400,271,with_mask,235,57,257,78
maksssksksss3.png,400,271,with_mask,289,60,309,83
maksssksksss3.png,400,271,with_mask,313,68,333,90
maksssksksss3.png,400,271,with_mask,351,35,364,59
maksssksksss30.png,400,242,with_mask,56,41,94,81
maksssksksss30.png,400,242,with_mask,166,59,196,83
maksssksksss30.png,400,242,with_mask,220,31,249,64
maksssksksss30.png,400,242,with_mask,262,66,290,95
maksssksksss30.png,400,242,with_mask,334,131,365,161
maksssksksss300.png,301,400,with_mask,82,159,180,272
maksssksksss301.png,400,225,with_mask,146,43,174,72
maksssksksss301.png,400,225,with_mask,205,77,228,102
maksssksksss301.png,400,225,with_mask,90,176,143,225
maksssksksss301.png,400,225,with_mask,191,196,240,225
maksssksksss301.png,400,225,with_mask,325,34,348,58
maksssksksss301.png,400,225,with_mask,246,24,272,47
maksssksksss301.png,400,225,with_mask,279,22,303,51
maksssksksss301.png,400,225,with_mask,193,43,219,72
maksssksksss301.png,400,225,with_mask,207,3,217,20
maksssksksss301.png,400,225,with_mask,155,11,173,30
maksssksksss301.png,400,225,with_mask,103,1,115,15
maksssksksss301.png,400,225,with_mask,55,12,73,29
maksssksksss301.png,400,225,with_mask,11,21,31,36
maksssksksss301.png,400,225,with_mask,77,6,89,20
maksssksksss301.png,400,225,with_mask,308,1,324,19
maksssksksss302.png,400,226,with_mask,199,124,242,169
maksssksksss302.png,400,226,with_mask,149,28,190,84
maksssksksss303.png,400,225,with_mask,92,66,110,81
maksssksksss303.png,400,225,with_mask,239,40,256,58
maksssksksss304.png,400,282,with_mask,202,61,246,103
maksssksksss304.png,400,282,with_mask,190,115,224,150
maksssksksss305.png,400,300,with_mask,207,120,223,135
maksssksksss305.png,400,300,with_mask,306,139,321,152
maksssksksss305.png,400,300,with_mask,25,128,33,137
maksssksksss306.png,301,400,with_mask,143,181,254,321
maksssksksss307.png,400,226,with_mask,146,28,249,140
maksssksksss308.png,400,200,with_mask,209,64,232,84
maksssksksss308.png,400,200,with_mask,238,53,261,77
maksssksksss308.png,400,200,with_mask,270,77,286,96
maksssksksss31.png,400,267,with_mask,209,90,278,165
maksssksksss31.png,400,267,with_mask,144,60,202,135
maksssksksss310.png,400,267,with_mask,21,32,44,59
maksssksksss310.png,400,267,with_mask,63,37,85,60
maksssksksss310.png,400,267,with_mask,228,28,248,50
maksssksksss310.png,400,267,with_mask,248,78,268,100
maksssksksss310.png,400,267,with_mask,333,51,348,70
maksssksksss311.png,400,258,with_mask,176,38,222,92
maksssksksss311.png,400,258,with_mask,222,57,252,84
maksssksksss311.png,400,258,with_mask,300,32,326,57
maksssksksss311.png,400,258,with_mask,31,34,63,61
maksssksksss311.png,400,258,with_mask,77,47,107,68
maksssksksss312.png,300,400,with_mask,49,124,72,149
maksssksksss312.png,300,400,with_mask,157,169,182,194
maksssksksss312.png,300,400,with_mask,188,112,217,140
maksssksksss313.png,400,400,with_mask,143,39,309,257
maksssksksss314.png,400,267,with_mask,1,33,38,89
maksssksksss314.png,400,267,with_mask,59,38,93,83
maksssksksss314.png,400,267,with_mask,169,61,201,102
maksssksksss314.png,400,267,with_mask,348,57,380,95
maksssksksss314.png,400,267,with_mask,214,112,236,130
maksssksksss314.png,400,267,with_mask,301,133,320,152
maksssksksss314.png,400,267,with_mask,325,133,346,156
maksssksksss314.png,400,267,with_mask,251,137,272,156
maksssksksss314.png,400,267,with_mask,236,125,255,145
maksssksksss315.png,400,267,with_mask,124,110,184,173
maksssksksss315.png,400,267,with_mask,272,117,320,163
maksssksksss316.png,400,315,with_mask,91,38,133,78
maksssksksss316.png,400,315,with_mask,241,63,281,105
maksssksksss316.png,400,315,with_mask,312,67,332,110
maksssksksss317.png,400,240,with_mask,67,53,164,174
maksssksksss318.png,400,226,with_mask,315,59,337,88
maksssksksss318.png,400,226,with_mask,212,52,240,80
maksssksksss319.png,400,250,with_mask,68,67,76,77
maksssksksss319.png,400,250,with_mask,148,75,164,92
maksssksksss319.png,400,250,with_mask,182,60,200,82
maksssksksss319.png,400,250,with_mask,209,68,225,87
maksssksksss319.png,400,250,with_mask,234,79,249,95
maksssksksss319.png,400,250,with_mask,285,82,302,99
maksssksksss32.png,400,225,with_mask,177,46,200,70
maksssksksss32.png,400,225,with_mask,305,32,338,60
maksssksksss320.png,400,230,with_mask,107,21,126,44
maksssksksss320.png,400,230,with_mask,185,89,201,108
maksssksksss320.png,400,230,with_mask,335,10,357,36
maksssksksss321.png,400,208,with_mask,215,70,281,151
maksssksksss322.png,301,400,with_mask,60,100,186,253
maksssksksss323.png,400,376,with_mask,322,257,368,346
maksssksksss324.png,339,400,with_mask,90,123,224,277
maksssksksss325.png,400,267,with_mask,177,58,208,91
maksssksksss325.png,400,267,with_mask,26,113,44,130
maksssksksss325.png,400,267,with_mask,57,130,72,143
maksssksksss325.png,400,267,with_mask,117,133,129,147
maksssksksss325.png,400,267,with_mask,89,138,98,150
maksssksksss325.png,400,267,with_mask,102,147,112,158
maksssksksss325.png,400,267,with_mask,250,138,261,150
maksssksksss325.png,400,267,with_mask,302,101,317,121
maksssksksss325.png,400,267,with_mask,333,108,347,127
maksssksksss325.png,400,267,with_mask,359,66,383,99
maksssksksss326.png,382,400,with_mask,164,77,230,152
maksssksksss326.png,382,400,with_mask,192,116,276,183
maksssksksss327.png,400,279,with_mask,237,137,290,186
maksssksksss328.png,301,400,with_mask,82,139,187,270
maksssksksss329.png,400,267,with_mask,44,25,95,81
maksssksksss329.png,400,267,with_mask,50,121,89,158
maksssksksss329.png,400,267,with_mask,41,210,88,260
maksssksksss329.png,400,267,with_mask,176,29,228,85
maksssksksss329.png,400,267,with_mask,175,123,225,169
maksssksksss329.png,400,267,with_mask,177,212,227,259
maksssksksss329.png,400,267,with_mask,312,28,360,81
maksssksksss329.png,400,267,with_mask,302,118,346,169
maksssksksss329.png,400,267,with_mask,288,182,368,264
maksssksksss33.png,250,400,with_mask,114,47,143,75
maksssksksss330.png,400,300,with_mask,24,79,56,107
maksssksksss330.png,400,300,with_mask,92,44,125,79
maksssksksss330.png,400,300,with_mask,166,65,203,100
maksssksksss330.png,400,300,with_mask,284,39,343,98
maksssksksss331.png,400,267,with_mask,25,69,48,93
maksssksksss331.png,400,267,with_mask,128,61,149,84
maksssksksss331.png,400,267,with_mask,127,157,168,209
maksssksksss331.png,400,267,with_mask,147,110,181,145
maksssksksss331.png,400,267,with_mask,208,61,220,77
maksssksksss331.png,400,267,with_mask,229,96,265,137
maksssksksss331.png,400,267,with_mask,270,72,288,92
maksssksksss331.png,400,267,with_mask,298,108,321,133
maksssksksss331.png,400,267,with_mask,308,65,328,86
maksssksksss331.png,400,267,with_mask,334,119,381,163
maksssksksss331.png,400,267,with_mask,365,49,380,65
maksssksksss331.png,400,267,with_mask,342,49,358,67
maksssksksss331.png,400,267,with_mask,1,148,23,179
maksssksksss332.png,301,400,with_mask,62,213,166,319
maksssksksss333.png,301,400,with_mask,76,203,181,330
maksssksksss334.png,400,312,with_mask,96,74,136,127
maksssksksss334.png,400,312,with_mask,193,100,234,146
maksssksksss334.png,400,312,with_mask,259,105,305,151
maksssksksss335.png,301,400,with_mask,12,153,125,293
maksssksksss336.png,400,267,with_mask,123,67,143,83
maksssksksss336.png,400,267,with_mask,167,114,183,128
maksssksksss336.png,400,267,with_mask,225,60,240,76
maksssksksss336.png,400,267,with_mask,261,65,277,82
maksssksksss336.png,400,267,with_mask,330,20,362,56
maksssksksss337.png,246,400,with_mask,115,32,145,70
maksssksksss338.png,400,250,with_mask,48,33,81,71
maksssksksss338.png,400,250,with_mask,158,86,182,108
maksssksksss338.png,400,250,with_mask,203,51,228,82
maksssksksss338.png,400,250,with_mask,298,34,325,64
maksssksksss338.png,400,250,with_mask,38,200,56,228
maksssksksss339.png,400,400,with_mask,89,210,180,303
maksssksksss34.png,400,267,with_mask,63,99,75,113
maksssksksss34.png,400,267,with_mask,102,79,117,95
maksssksksss34.png,400,267,with_mask,142,84,155,99
maksssksksss34.png,400,267,with_mask,195,79,209,95
maksssksksss34.png,400,267,with_mask,213,86,228,103
maksssksksss34.png,400,267,with_mask,245,71,260,86
maksssksksss340.png,600,400,with_mask,59,1,105,55
maksssksksss340.png,600,400,with_mask,243,85,308,147
maksssksksss340.png,600,400,with_mask,458,68,527,157
maksssksksss341.png,301,400,with_mask,67,197,160,318
maksssksksss342.png,400,258,with_mask,86,46,103,64
maksssksksss342.png,400,258,with_mask,103,49,116,62
maksssksksss342.png,400,258,with_mask,130,42,144,58
maksssksksss342.png,400,258,with_mask,72,93,99,120
maksssksksss342.png,400,258,with_mask,106,116,145,158
maksssksksss342.png,400,258,with_mask,152,48,162,60
maksssksksss342.png,400,258,with_mask,160,56,173,70
maksssksksss342.png,400,258,with_mask,184,64,203,91
maksssksksss342.png,400,258,with_mask,213,47,226,66
maksssksksss342.png,400,258,with_mask,252,95,287,130
maksssksksss342.png,400,258,with_mask,320,192,385,255
maksssksksss342.png,400,258,with_mask,297,62,320,85
maksssksksss344.png,400,226,with_mask,80,40,90,50
maksssksksss344.png,400,226,with_mask,96,14,110,27
maksssksksss344.png,400,226,with_mask,236,25,261,50
maksssksksss344.png,400,226,with_mask,318,94,342,115
maksssksksss345.png,400,267,with_mask,186,110,218,142
maksssksksss346.png,400,374,with_mask,54,18,141,108
maksssksksss346.png,400,374,with_mask,272,26,386,158
maksssksksss346.png,400,374,with_mask,100,254,149,325
maksssksksss346.png,400,374,with_mask,246,251,349,354
maksssksksss347.png,267,400,with_mask,102,90,175,156
maksssksksss349.png,400,268,with_mask,156,54,254,163
maksssksksss349.png,400,268,with_mask,35,170,90,223
maksssksksss35.png,400,255,with_mask,132,44,208,123
maksssksksss35.png,400,255,with_mask,330,67,375,114
maksssksksss350.png,400,267,with_mask,112,64,133,86
maksssksksss350.png,400,267,with_mask,271,32,298,58
maksssksksss351.png,400,238,with_mask,143,67,257,195
maksssksksss352.png,250,400,with_mask,144,68,190,110
maksssksksss353.png,400,267,with_mask,227,70,265,111
maksssksksss354.png,400,300,with_mask,4,162,33,194
maksssksksss354.png,400,300,with_mask,27,121,41,138
maksssksksss354.png,400,300,with_mask,43,113,52,125
maksssksksss354.png,400,300,with_mask,72,123,86,136
maksssksksss354.png,400,300,with_mask,89,103,99,116
maksssksksss354.png,400,300,with_mask,65,101,73,110
maksssksksss354.png,400,300,with_mask,94,135,136,185
maksssksksss354.png,400,300,with_mask,157,113,166,122
maksssksksss354.png,400,300,with_mask,112,103,120,111
